10,0.777,4,0.94,0,0.688,2.049,236.635,0,252.05506,0,87.002,-4.829,no
9,0.808,1,0,1,0.355,0.258,148.66,0,156.55138,0,150.778,-10.555,no
7,0.418,4,0.446,1,0.566,0,138.971,0,138.97098,0,177.768,-2.06,no
7,0.125,4,0,1,0.451,0,138.687,0,145.05751,0,87.433,-4.654,no
5,0.097,4,0.315,0,0.29,0,506.717,0,514.29832,0,140.035,-7.806,no
10,0.419,4,0.158,1,0.581,2.194,811.799,0,816.53506,0,90.689,-21.42,no
3,0.611,1,0.96,0,0.627,0,206.629,0,212.37506,0,101.45,-4.931,no
11,0.332,4,0.982,0,0.35,0.165,212.12,0,221.20444,0,98.02,-12.214,no
5,0.537,1,0.324,1,0.523,0.171,130.479,0,139.17995,0,115.427,-10.705,no
4,0.668,4,1,0,0.48,0,104.489,0,104.48934,0,124.339,-20.16,no
2,0.05,4,0.425,1,0.59,0.363,68.963,0,68.96281,0,62.294,-11.072,no
7,0.853,3,0.953,1,0.656,0,165.413,0,168.22812,0,87.319,-10.418,no
1,0.45,5,0.581,1,0.52,0,291.405,0,301.60934,0,85.34,-4.882,no
10,0.764,3,0.676,1,0.627,0.502,306.265,0,318.45832,0,67.567,-10.67,no
11,0.226,4,0.693,0,0.35,0.34,259.738,0,273.18812,0,111.007,-15.559,no
11,0.038,4,0.905,1,0.337,0.194,259.419,0,262.26893,0,122.332,-3.925,no
6,0.564,4,0,1,0.655,2.032,208.062,0,216.47628,0,99.214,-14.379,no
8,0.195,7,0.864,1,0.146,0,185.202,0,196.0224,0,189.346,-6.366,no
3,0.77,4,0.743,0,0.417,0.514,214.309,0,217.57342,0,88.423,-4.867,no
2,0.55,4,0.903,1,0.655,0,349.309,0,355.60444,0,102.397,-7.89,no
1,0.216,4,0.195,1,0.425,0.351,343.255,0,353.77587,0,167.85,-7.569,no
10,0.323,7,0.256,1,0.281,0.098,82.57,0,93.12608,0,120.997,-29.369,no
10,0.577,4,1,0,0.5,0.142,213.472,0,213.4722,0,135.747,-9.257,no
7,0.256,3,0.824,1,0.341,7.146,307.386,0,319.81669,0,187.378,-7.185,no
10,0.435,5,0.951,1,0.391,0.207,201.021,0,204.19873,0,92.085,-12.402,no
1,0.688,1,0.01,1,0.596,0,250.149,0,258.89914,0,157.862,-4.66,no
4,0.749,4,0.235,1,0.602,0.218,253.701,0,253.70077,0,67.06,-3.278,no
1,0.446,4,0.342,1,0.167,0.247,210.938,0,210.93832,0,207.903,-7.664,no
9,0.819,4,0.558,0,0.747,3.512,175.119,0,180.55791,0,132.156,-16.44,no
8,0.052,4,0.719,1,0.27,0.357,212.149,0,216.0322,0,179.396,-12.143,no
1,0.427,4,1,0,0.262,0,215.986,0,236.042,0,98.099,-6.909,no
11,0.754,4,0,0,0.509,2.438,453.178,0,466.99057,0,140.022,-7.8,no
11,0.446,4,0.701,0,0.563,0,198.972,0,212.06159,0,120.703,-7.69,no
7,0.229,3,0.665,1,0.396,0,355.062,0,372.4273,0,191.665,-6.663,no
2,0.046,4,0.527,1,0.407,0.183,88.114,0,92.73424,0,148.577,-8.408,no
10,0.51,5,0.228,1,0.586,0.084,146.332,0,155.19302,0,67.118,-13.588,no
6,0.761,4,0,1,0.592,3.349,95.346,0,95.34649,0,118.772,-13.174,no
11,0.546,4,0.245,1,0.477,0.154,429.116,0,437.7073,0,132.926,-8.105,no
7,0.176,4,0.545,1,0.466,0.073,451.791,0,456.59383,0,99.162,-5.688,no
4,0.777,4,0.36,1,0.742,0.258,235.079,0,246.54322,0,94.782,-7.957,no
11,0.605,4,0,1,0.625,0.525,141.871,0,141.87057,0,158.802,-7.572,no
7,0.485,4,0,0,0.577,2.659,262.165,0,276.1922,0,168.762,-13.729,no
10,0.207,4,0.414,0,0.439,0,417.733,0,424.17587,0,144.993,-6.781,no
1,0,4,1,0,0.559,7.982,176.385,0,181.81179,0,119.919,-6.844,no
9,0.533,4,0,0,0.616,0.177,163.776,0,175.20281,0,156.753,-9.049,no
5,0.746,4,0.999,0,0.295,0.073,219.899,0,228.44036,0,112.945,-7.711,no
6,0.432,4,0.616,0,0.345,0,241.058,0,241.05751,0,135.414,-11.773,no
10,0.828,4,0.659,0,0.667,4.807,279.406,0,282.93179,0,162.002,-3.828,no
0,0.038,3,0.853,1,0.357,0,156.032,0,168.04526,0,86.363,-8.818,no
4,0.482,4,0.666,0,0.394,3.582,240.875,0,240.87465,0,141.562,-7.581,no
4,0.493,1,0.081,0,0.386,3.529,203.122,0,209.50159,0,98.814,-7.576,no
5,0.453,4,0.122,1,0.346,0.473,146.727,0,152.68526,0,89.747,-13.675,no
6,0.887,4,0.989,0,0.714,0,134.362,0,137.50812,0,89.839,-11.214,no
0,0.437,4,0,1,0.347,0.357,331.372,0,349.98812,0,109.398,-15.698,no
7,0.896,4,0.6,1,0.852,0,197.364,0,201.1424,0,114.493,-11.477,no
4,0,1,0,1,0.216,2.763,123.878,0,130.0371,0,181.257,-8.014,no
9,0.43,3,0.724,0,0.426,0,113.371,0,113.37098,0,121.931,-4.715,no
8,0.762,4,0.998,1,0.744,0.142,212.085,0,224.46975,0,118.028,-8.835,no
2,0.668,4,0.214,1,0.63,0.142,221.466,0,232.82893,0,95.853,-9.313,no
10,0.882,4,0.235,1,0.799,3.059,191.187,0,200.09751,0,75.507,-8.521,no
5,0.322,4,1,1,0.539,0.165,238.039,0,250.98404,0,135.598,-4.264,no
8,0.22,3,1,1,0.428,2.183,230.986,0,244.40118,0,101.028,-9.759,no
10,0.562,7,1,0,0.482,0.879,185.539,0,194.29832,0,121.421,-20.896,no
10,0,1,0,0,0,0.38,12.277,0,12.2771,0,0,-14.337,no
2,0.966,1,0,1,0.99,0.084,152.241,0,152.24118,0,128.175,-6.768,no
5,0.448,4,1,1,0.525,0,287.347,0,300.72118,0,119.997,-5.036,no
11,0.111,4,1,0,0.509,0.084,154.662,0,162.14159,0,99.968,-12.391,no
1,0.415,4,0.763,1,0.437,0.065,329.787,0,350.56281,0,97.203,-7.05,no
1,0.72,5,1,1,0.543,0.218,191.292,0,194.5073,0,140.025,-4.668,no
4,0.689,4,0.978,1,0.669,0,195.698,0,200.6722,0,154.004,-6.873,no
2,0.514,3,0.445,1,0.456,0.258,304.448,0,315.32363,0,191.869,-9.382,no
11,0.235,4,0.907,0,0.098,2.177,527.552,0,531.17342,0,126.017,-11.258,no
7,0.939,4,0.193,1,0.659,0,271.029,0,279.30077,0,125.737,-6.772,no
0,1,4,0.13,1,0.905,0.194,238.788,0,241.78893,0,91.974,-9.089,no
9,0.766,4,0.167,1,0.338,0.212,319.083,0,322.71628,0,89.982,-7.889,no
8,0.462,4,1,1,0.574,0,187.977,0,192.49587,0,213.979,-4.871,no
6,0.765,4,0.272,1,0.638,0.293,273.966,0,279.84934,0,120.013,-11.818,no
2,0.172,4,0,1,0.26,0.299,219.283,0,225.95873,0,125.492,-8.988,no
2,0.643,4,0.082,1,0.137,0.073,247.391,0,253.23057,0,191.927,-5.943,no
2,0.297,4,0.204,0,0.363,0.324,175.148,0,180.13995,0,123.172,-21.25,no
5,0.449,1,0.201,0,0.568,0.349,189.742,0,195.10812,0,164.452,-4.585,no
8,0.793,4,0.83,1,0.577,1.146,224.049,0,241.162,0,166.401,-20.523,no
3,0.806,4,0.848,0,0.658,3.959,477.147,0,480.05179,0,125.159,-19.469,no
4,0.86,3,0.519,0,0.647,0.171,210.889,0,218.53995,0,82.009,-5.164,no
0,0.118,3,0.671,1,0.267,0,379.629,0,394.23955,0,168.837,-7.122,no
2,0.427,1,0,1,0.482,0.298,192.592,0,215.09179,0,132.37,-26.023,no
6,0.058,4,0,1,0.446,0.067,344.335,0,356.51873,0,82.17,-4.634,no
7,0.588,4,0.777,1,0.644,0,249.382,0,258.53342,0,131.061,-13.031,no
9,0.594,4,0.853,0,0.414,0,145.479,0,154.85342,0,150.887,-9.336,no
8,0.195,1,0,1,0.466,0,11.755,0,11.75465,0,47.649,-7.598,no
1,0.624,4,0.293,1,0.725,2.09,298.057,0,298.05669,0,93.052,-4.186,no
