TRAMFJR128F92C1DB1,He Wasn't Man Enough,Toni Braxton,The Essential Toni Braxton,2000,11,0.048,4,0.792,0,0.364,0.415,259.332,0.0,262.08608,0.0,0.796349156499,175.959,-3.825,yes
TRAMAKV128F4298063,(You Drive Me) Crazy,Britney Spears,Greatest Hits: My Prerogative,1999,7,0.726,4,0.539,1,0.697,0.194,193.19,0.0,196.67546,0.0,nan,101.074,-2.348,yes
TRAMTZM12903D01F9E,The Good Stuff,Kenny Chesney,Greatest Hits II,2002,7,0.772,4,0.093,1,0.708,0.191,190.206,0.0,199.57506,0.0,nan,143.577,-8.176,yes
TRAMDDS128F148DEFE,Everybody,Keith Urban,Love_ Pain & the whole crazy thing,2006,2,0.841,4,1.0,1,0.798,2.328,332.016,0.0,332.01587,0.0,nan,94.109,-8.02,yes
TRAWCCM128F146E3E6,The Hand That Feeds,Nine Inch Nails,Every Day Is Exactly The Same,2005,7,0.305,4,0.589,1,0.62,0.207,456.934,0.0,466.41587,0.0,nan,127.976,-5.05,yes
TRAWCBC128F92ECDE9,Day 'N' Nite,Kid Cudi,The Bang Gang Deejays 'D Is For Disco_ E Is For Dancing',2008,7,0.044,4,0.786,1,0.473,0.0,176.588,0.0,179.98322,0.0,nan,130.723,-4.854,yes
TRAWFTQ12903CAC1FA,These Words,Natasha Bedingfield,These Words (I Love You_ I Love You),2004,8,0.047,4,0.55,1,0.353,6.281,336.086,0.0,377.25995,0.0,nan,97.325,-7.331,yes
TRAWFUR128F1463CCD,Running Away,Hoobastank,Hoobastank,2001,9,0.473,3,1.0,0,0.52,0.258,171.781,0.0,178.41587,0.0,nan,100.207,-5.459,yes
TRAWULX128F4291255,God's Will,Martina McBride,Martina,2003,1,0.392,4,0.0,1,0.547,0.659,331.5,0.0,349.33506,0.0,0.664130346026,127.434,-10.271,yes
TRAGNBQ128F149CB93,The Carpal Tunnel Of Love,Fall Out Boy,Infinity On High,2007,2,0.045,4,0.93,0,0.27,0.0,191.216,0.0,203.91138,0.0,0.720431538474,140.878,-3.237,yes
TRAGUHD128F92DE226,White Horse,Taylor Swift,Fearless,2008,5,0.559,4,0.176,1,0.585,0.34,224.566,0.0,235.41506,0.0,nan,92.501,-8.92,yes
TRAGOTQ128F42B8203,Fly On The Wall,Miley Cyrus,Breakout,2008,3,0.288,4,0.709,1,0.386,0.0,145.816,0.0,151.77098,0.0,nan,143.988,-4.054,yes
TRAGYFM128F42555B8,Maps,Yeah Yeah Yeahs,Gold Lion Hit Pac,2003,2,0.525,4,0.8,1,0.379,0.0,197.306,0.0,219.74159,0.0,nan,119.911,-6.44,yes
TRAHWDN128F14ADE27,I Need You Now,Smokie Norful,Smokie Norful Limited Edition,2003,1,0.124,3,0.548,1,0.227,4.65,377.847,0.0,391.28771,0.0,nan,73.226,-8.741,yes
TRAHCDM128F148D60C,American Soldier,Toby Keith,Shock 'N Y'all,2003,9,0.414,4,0.381,1,0.533,4.569,239.502,0.0,263.31383,0.0,0.915547061886,163.92,-8.787,yes
TRAHBND12903CCC090,Hello World,Lady Antebellum,Need You Now,2010,8,0.537,4,0.66,1,0.552,5.01,310.811,0.0,325.95546,0.0,nan,111.148,-7.117,yes
TRAHEEY128F9335ECD,Face Drop,Sean Kingston,Face Drop,2009,2,0.133,4,0.777,1,0.286,0.061,179.304,0.0,184.58077,0.0,0.917551963404,168.02,-3.426,yes
TRAHOZQ128F422B9CA,Straight Out Of Line,Godsmack,Good Times_ Bad Times - Ten Years of Godsmack,2003,7,0.689,4,0.543,1,0.57,2.821,255.292,0.0,259.49995,0.0,nan,91.812,-4.962,yes
TRAHKLC12903CC632E,Let's Get It Started,Black Eyed Peas,Kids Sing Along Pac,2004,6,0.5,4,1.0,0,0.507,0.165,219.847,0.0,223.03302,0.0,nan,107.199,-5.939,yes
TRACBYL12903CFDBC6,Love Your Love The Most,Eric Church,Carolina,2009,10,0.848,4,0.12,1,0.569,0.172,160.758,0.0,170.23955,0.0,0.819700533776,150.211,-7.185,yes
TRACAKD128F92D5D38,My Life Would Suck Without You,Kelly Clarkson,My Life Would Suck Without You,2009,9,0.019,4,0.394,1,0.138,0.259,218.273,0.0,230.63465,0.0,nan,135.914,-5.953,yes
TRACNMH12903CA9CCC,LoveGame,Lady GaGa,LoveGame,2008,6,0.828,4,0.875,0,0.757,0.235,212.962,0.0,216.00608,0.0,nan,104.971,-5.46,yes
TRACXJN128E0791F95,The Wreckoning,Boomkat,Boomkatalog.One,2003,1,0.807,4,0.509,1,0.678,1.247,225.042,0.0,232.28036,0.0,nan,91.486,-8.966,yes
TRARFOC128F92ED401,The Way I Am,Eminem,Curtain Call,2000,4,0.067,4,0.862,0,0.419,0.0,278.32,0.0,291.10812,0.0,nan,174.731,-3.353,yes
TRARTPH128E0789C05,Settle For A Slowdown,Dierks Bentley,Modern Day Drifter,2005,5,0.536,4,0.0,1,0.555,0.183,212.927,0.0,223.242,0.0,0.804361671979,161.795,-6.08,yes
TRARSKA128F9336A04,3,Britney Spears,3,2009,1,0.309,5,1.0,1,0.409,0.0,461.41,0.0,465.47546,0.0,nan,131.999,-6.278,yes
TRABRXB128F92F3F94,Hey Ya!,OutKast,50 Great Songs,2003,4,0.462,5,0.85,0,0.501,0.142,222.215,0.0,238.49751,0.0,nan,105.964,-4.185,yes
